"","peak_id","m_h_ratio","pvalue","p_adj_BH"
"1144",4129,1.23166438163494,0.176327591677855,0.536777231249651
"1145",4142,1.26398989723916,0.000897484002005588,0.0624582385099444
"1146",4146,1.07117252658205,0.522979965260331,0.796703804517552
"1147",4147,1.2691851203234,0.000484680443505988,0.0433673596832263
"1148",4149,1.27636619213764,0.000444396636848424,0.0433673596832263
"1149",4150,1.05296876479899,0.566741310473917,0.814489497028731
"1150",4155,1.37190930673366,1.11195187477863e-05,0.00413817950098763
"1151",4156,1.05661340544342,0.54256114517427,0.806411744873744
"1152",4159,1.35132158479632,4.69921504297515e-05,0.00882982506575031
"1153",4162,1.10505736421652,0.391628337958621,0.716860986223111
"1154",4163,1.3968267002009,1.54163153309811e-05,0.00413817950098763
"1155",4164,1.12846519649528,0.28964767585431,0.638039839308615
"1156",4168,0.865074493566489,0.144942967616321,0.503639149000667
"1157",4169,1.06800047814136,0.52022994463693,0.795371900710164
"1158",4172,1.05734035891064,0.583962153145656,0.82092326659409
"1159",4173,1.09903648018766,0.359251228781253,0.690872412419124
"1160",4174,1.04987974337404,0.586356552295338,0.822825960988006
"1161",4176,1.14650634971666,0.235810764761925,0.596350507385809
"1162",4177,1.17135234683758,0.158180527713871,0.518094971036628
"1163",4179,1.06148209153233,0.499523016246365,0.780219241502011
"1164",4184,1.0892881019431,0.406038305273672,0.727307889045976
"1165",4185,1.1766341194103,0.177896764555256,0.536863265422434
"1166",4187,1.07063656013248,0.487046299993926,0.777997692765912
"1167",4188,1.09808502846232,0.337369692660063,0.67666293346602
"1168",4190,1.06480516815659,0.488120012389901,0.777997692765912
"1169",4192,1.12822080996358,0.294032790066982,0.643083501306474
"1170",4193,1.14284157046027,0.188111484017849,0.5472288011647
"1171",4202,1.12186375964399,0.310947745848464,0.652936088607153
"1172",4207,1.05531424553012,0.559307248237824,0.811743281388049
"1173",4210,1.09840759953071,0.430922778490508,0.745583702379066
"1174",4213,1.03567154255219,0.740897827063614,0.900416387620468
"1175",4215,1.12717954183402,0.203991525463685,0.56038022857641
"1176",4216,1.15609299268776,0.161107944959602,0.523508473563882
"1177",4219,1.16300493844488,0.138818318553512,0.49865215337966
"1178",4220,1.2010814138633,0.130794444155467,0.49255589649966
"1179",4221,1.14827679430033,0.173203544892247,0.534168752611769
"1180",4222,1.15831792628142,0.148728094916687,0.507848644372315
"1181",4224,1.13038689559824,0.266524351780103,0.619801060637145
"1182",4226,1.09861270617402,0.340016901904193,0.67666293346602
"1183",4228,1.06153781458405,0.463072578914284,0.767652413505775
"1184",4229,1.17076262860234,0.112980611423969,0.464491080000414
"1185",4231,1.15614064666991,0.121146388323344,0.481255948540303
"1186",4232,1.14548094440039,0.152768025606913,0.510767117643042
"1187",4238,1.20131130904713,0.124242398936698,0.486111243757208
"1188",4242,0.908455736076482,0.340894332877355,0.67666293346602
"1189",4243,1.11539609138959,0.322428319861254,0.665030530207789
"1190",4244,0.918912573447638,0.2663304120484,0.619801060637145
"1191",4245,1.12230178175697,0.316247444639212,0.660419362981227
"1192",4246,1.1712694028859,0.155629288759454,0.514837030948967
"1193",4249,0.888693221345131,0.307852559570972,0.651413242605695
"1194",4252,1.01077070128947,0.899868904547236,0.96248901069169
"1195",4257,0.965175631442963,0.705904056689901,0.887757497083363
"1196",4258,1.140705824597,0.133842281847602,0.495028794403621
"1197",4262,1.07100761839834,0.311004682971475,0.652936088607153
"1198",4271,1.02718750296602,0.707039952043802,0.887757497083363
"1199",4279,1.03035078922688,0.680049431804057,0.87485350060625
"1200",4281,1.02860670784789,0.695597331361453,0.882851377526592
"1201",4282,0.889685321765034,0.283544121149753,0.634916101557748
"1202",4286,0.886642825025262,0.286612841479215,0.635855017261909
"1203",4289,0.91955409281641,0.495922696296174,0.780219241502011
"1204",4290,0.925217124541554,0.387245656577039,0.713367243831624
"1205",4294,1.29914542751334,0.0120634477246061,0.205282095975922
"1206",4302,0.869479040650916,0.145246890689964,0.503639149000667
"1207",4305,0.972014684030502,0.638366545710139,0.856779099563822
"1208",4309,0.743465889429048,0.0464386892102793,0.346380891344528
"1209",4310,0.979778868521873,0.727455694827369,0.897242825788171
"1210",4311,0.974694798256426,0.670498327366143,0.872412111845538
"1211",4313,1.01803874126531,0.806334370362546,0.930831633795174
"1212",4314,1.01469298577807,0.866542544588626,0.950170678093462
"1213",4316,1.0077855750432,0.928645581217348,0.973705100467012
"1214",4321,1.00327336405435,0.954021815360406,0.984408012664582
"1215",4326,0.998630528326736,0.979951461673441,0.991561010492404
"1216",4328,1.03572091258727,0.672046855706276,0.872412111845538
"1217",4330,0.993936798547086,0.910684782941324,0.967059316823141
"1218",4332,1.05964183543589,0.425313942811517,0.742718307195949
"1219",4342,0.911512294597052,0.265584136712431,0.619801060637145
"1220",4344,0.974140705903679,0.795689340092619,0.928231818554805
"1221",4353,0.787247392307685,0.0458278186770359,0.346380891344528
"1222",4371,1.01699876466828,0.838932481682158,0.943545691822914
"1223",4388,1.09311935736697,0.206282471575107,0.562561341204103
"1224",4389,1.09546852601043,0.195492933472229,0.550974086853785
"1225",4404,0.917936345970062,0.367803692441745,0.698083977876806
"1226",4412,1.04903804451695,0.561015487395082,0.811958022998113
"1227",4413,0.869368303770453,0.237055049464681,0.596460751711475
"1228",4424,1.19225729279421,0.0987867246672424,0.460155793652883
"1229",4426,0.888905396593417,0.304444448823261,0.647922480810266
"1230",4428,0.882354359827716,0.28074332203498,0.634034497720826
"1231",4430,0.973269017310688,0.760082962970168,0.908373362274311
"1232",4431,1.2658025459883,0.00629619774901764,0.147881944630052
"1233",4434,0.928542932638988,0.468211140313793,0.76835697174639
"1234",4435,1.06191627820895,0.440824034135297,0.754773254573168
"1235",4436,0.878740856435881,0.269204568294247,0.623718105826006
"1236",4443,1.0331825904243,0.667165749835814,0.871805191146455
"1237",4446,0.930442141955977,0.476343587683462,0.774872689077509
"1238",4448,0.877704124035492,0.257520877351198,0.611734170092164
"1239",4456,1.16954818683567,0.104078195571905,0.464491080000414
"1240",4458,0.971107454139649,0.597247486899869,0.829436827704991
"1241",4459,1.00152885681485,0.987362952899682,0.993556579710259
"1242",4460,1.07753319242959,0.261303677871095,0.616047190363599
"1243",4462,0.964577285933285,0.707209480162755,0.887757497083363
"1244",4478,1.03710058289444,0.70364231810249,0.88674977579784
