"","peak_id","term","estimate","std.error","statistic","p.value","p_adj_BH"
"143",4938,"Timepoint:SexM",0.140058686921802,0.03868555109452,3.62043923271503,0.0003518175501205,0.00924566680666321
"144",309,"Timepoint:SexM",-0.0568804145524957,0.0157358015472218,-3.6147135169316,0.000359310496115966,0.00937700586391528
"145",4927,"Timepoint:SexM",0.111163082086348,0.0308002142772923,3.60916586766423,0.000366713346944327,0.00950419832977091
"146",495,"SexM",2.22772180750339,0.620756280314776,3.58872214127861,0.000395250063154298,0.0101736283379031
"147",1647,"Timepoint:SexM",-0.091086766189224,0.0254308446934774,-3.58174363797622,0.000405459756636414,0.0103654269757799
"148",3464,"Timepoint:SexM",0.219861305499436,0.0615239038607087,3.57359159128144,0.000417700005717663,0.0106061933884255
"149",2256,"Timepoint:SexM",-0.119736376244636,0.0335468704514278,-3.56922641764754,0.000424396117086075,0.0107038966980501
"150",4920,"Timepoint:SexM",0.133835020504084,0.0376031212698434,3.55914658104235,0.000440245508234418,0.0110296174662996
"151",1454,"SexM",0.564810759376959,0.159102666583197,3.54997670062061,0.000455145180865206,0.0113273880112016
"152",3566,"Timepoint:SexM",-0.075871013359168,0.0215361796195692,-3.52295600702674,0.000501848039653988,0.0124075324540769
"153",4918,"Timepoint:SexM",0.102306927082072,0.0291647643962623,3.50789485874204,0.000529793387222652,0.0130128336547891
"154",5815,"Timepoint:SexM",0.152161356984749,0.043513608389877,3.49686828132937,0.000551170273365453,0.0134499862812167
"155",1888,"Timepoint:SexM",-0.0906789384703152,0.0261009285494793,-3.47416523126432,0.000597752980578365,0.0144926174258935
"156",5196,"Timepoint:SexM",-0.0511299782350886,0.0147983206762007,-3.45512030411113,0.000639646163612395,0.0154089120695858
"157",613,"Timepoint:SexM",-0.0489186487652894,0.0142434086836514,-3.43447624454098,0.000688150070241023,0.016367518759277
"158",1460,"Timepoint:SexM",-0.0489186487652894,0.0142434086836514,-3.43447624454098,0.000688150070241023,0.016367518759277
"159",648,"Timepoint:SexM",-0.0732871010031946,0.0213914292386985,-3.42600301202003,0.000709036169744155,0.0166486341846538
"160",6413,"Timepoint:SexM",-0.106697772700789,0.0311588392497149,-3.42431795503311,0.000713259740215342,0.0166486341846538
"161",6415,"Timepoint:SexM",-0.108401695000212,0.0316307061044892,-3.42710322817697,0.000706291117086155,0.0166486341846538
"162",5115,"Timepoint:SexM",-0.139658432396548,0.0409185714017956,-3.41308182598035,0.000742029507861495,0.017118969178487
"163",5979,"Timepoint:SexM",0.135416300286608,0.0396778555143625,3.41289362872926,0.000742520483260611,0.017118969178487
"164",620,"SexM",0.525018287989923,0.15427199219696,3.40319898974034,0.000768226493238358,0.0173915371180105
"165",5470,"Timepoint:SexM",-0.212451387821623,0.0623684693843713,-3.406390920263,0.000759672508960838,0.0173915371180105
"166",5968,"Timepoint:SexM",0.145698133741492,0.0427948973226327,3.40456790077255,0.000764547023900643,0.0173915371180105
"167",6409,"Timepoint:SexM",-0.0830969906934311,0.0245131736262091,-3.38989116466687,0.000804868038386846,0.0181119406482501
"168",7022,"Timepoint:SexM",-0.0546389872018046,0.0161271632504044,-3.38800980392099,0.000810177811391782,0.0181229060429185
"169",1491,"SexM",0.52475903409366,0.155076924285945,3.38386279267482,0.000821997581042252,0.0182488089151017
"170",5152,"Timepoint:SexM",-0.200741959347505,0.0593447897475119,-3.38263831082023,0.000825518231923172,0.0182488089151017
"171",370,"Timepoint:SexM",-0.0490729315992983,0.0145438523534205,-3.3741357108701,0.000850355753864745,0.0185284561463032
"172",402,"Timepoint:SexM",0.109637279140897,0.0325018981193358,3.37325773215912,0.000852959795984685,0.0185284561463032
"173",1227,"Timepoint:SexM",-0.163526518521976,0.048464205314391,-3.374171049771,0.00085025109578819,0.0185284561463032
"174",1368,"SexM",0.60971421217828,0.181045572352143,3.36773887511789,0.000869499505045118,0.0187791904595377
"175",382,"Timepoint:SexM",0.0856629033750558,0.0255834789555871,3.34836804344579,0.000929949400350575,0.0199699991229569
"176",1101,"Timepoint:SexM",0.116719298072814,0.034993412514575,3.33546486854347,0.000972364669144368,0.0207621956059349
"177",4674,"Timepoint:SexM",0.249441076708766,0.074860229460551,3.33209073103647,0.000983749576596474,0.0208866153042347
"178",2806,"Timepoint:SexM",-0.047071315704112,0.0141891058641372,-3.31742649289016,0.00103468601731702,0.0218446632195358
"179",394,"Timepoint:SexM",-0.394667074859084,0.119202442805244,-3.31089754178866,0.00105814498956028,0.0220321692939614
"180",1889,"Timepoint:SexM",-0.122816840811435,0.037104007484794,-3.31006942745384,0.00106115557270011,0.0220321692939614
"181",6650,"Timepoint:SexM",-0.0594652461339157,0.0179644166548259,-3.31016850012444,0.00106079497798612,0.0220321692939614
"182",360,"Timepoint:SexM",-0.0696393944861097,0.0210817760106191,-3.30329828241375,0.00108607249082459,0.0224256067061473
"183",6811,"Timepoint:SexM",-0.112981653751713,0.034350222467134,-3.28910981172867,0.00114005888841698,0.0234117011074919
"184",688,"Timepoint:SexM",-0.211610643401209,0.0644736092215549,-3.28212808242265,0.00116753020536617,0.0238252529893903
"185",3597,"Timepoint:SexM",-0.167399852396025,0.0510242978767578,-3.28078698506262,0.00117287700985556,0.0238252529893903
"186",357,"Timepoint:SexM",-0.208427734080474,0.0638005192748671,-3.2668657943444,0.00122973919596981,0.024846020959433
"187",961,"Timepoint:SexM",0.0956284899513895,0.0293012384550846,3.26363304056164,0.00124330493502978,0.0249857751114541
"188",108,"Timepoint:SexM",0.179273345195067,0.0550204340626097,3.25830481437251,0.00126596763843349,0.0252717467694747
"189",1525,"SexM",0.502725573212554,0.154345836109653,3.25713725672131,0.00127098460336102,0.0252717467694747
"190",521,"Timepoint:SexM",0.122244289220775,0.0376044118301177,3.25079646965435,0.00129855461858845,0.025594909883803
"191",967,"Timepoint:SexM",0.130271009716032,0.0400800309651786,3.25027218240451,0.00130085891107141,0.025594909883803
"192",701,"Timepoint:SexM",0.351869418019286,0.10848173098783,3.24358225864556,0.00133059684325884,0.0260037133068152
"193",3792,"Timepoint:SexM",-0.117610723021241,0.0362716405698604,-3.24249802803153,0.00133547543060547,0.0260037133068152
"194",1850,"Timepoint:SexM",0.203797162166297,0.0629031916740227,3.23985407962153,0.00134744176318268,0.0261014749795903
"195",6652,"Timepoint:SexM",-0.0563004018310041,0.0173957311501895,-3.23644929580271,0.00136299812207564,0.0262674202192833
"196",1488,"SexM",0.491081377692653,0.152235242964701,3.22580611512225,0.00141270732404113,0.02708650063136
"197",670,"SexM",0.490878810377402,0.152415996947005,3.22065150778156,0.00143738146221712,0.0274196930711265
"198",964,"Timepoint:SexM",0.0915792188300502,0.0284643707768,3.21732806068885,0.00145350135962344,0.0275871621690146
